target,seed,epoch,z_dim,n_samples,mu_fourth_moment,std_fourth_moment,vi_fourth_moment,mu_second_moment,std_second_moment,run_id,duration_sec
Langevin_post,51,1000,100,1024,9867.9814453125,2.0752346515655518,9867.9814453125,99.05404663085938,1.4405674934387207,seed51_dsivi_langevin_post,0.003
Langevin_post,51,2000,100,1024,9942.935546875,0.7120366096496582,9942.935546875,99.61932373046875,0.8438225984573364,seed51_dsivi_langevin_post,0.003
Langevin_post,51,3000,100,1024,9643.283203125,0.356153279542923,9643.283203125,98.14384460449219,0.5967857837677002,seed51_dsivi_langevin_post,0.003
Langevin_post,51,4000,100,1024,9295.1484375,0.21713370084762573,9295.1484375,96.3760757446289,0.4659760594367981,seed51_dsivi_langevin_post,0.003
Langevin_post,51,5000,100,1024,9615.19140625,0.15034504234790802,9615.19140625,98.03108215332031,0.3877435326576233,seed51_dsivi_langevin_post,0.003
Langevin_post,51,6000,100,1024,9463.919921875,0.13089783489704132,9463.919921875,97.2628173828125,0.3617980480194092,seed51_dsivi_langevin_post,0.003
Langevin_post,51,7000,100,1024,9431.1572265625,0.1266867220401764,9431.1572265625,97.0949478149414,0.35593077540397644,seed51_dsivi_langevin_post,0.003
Langevin_post,51,8000,100,1024,9444.5927734375,0.12402049452066422,9444.5927734375,97.16404724121094,0.35216543078422546,seed51_dsivi_langevin_post,0.002
Langevin_post,51,9000,100,1024,9597.541015625,0.12197105586528778,9597.541015625,97.9463882446289,0.34924355149269104,seed51_dsivi_langevin_post,0.003
Langevin_post,51,10000,100,1024,9551.16015625,0.12039753049612045,9551.16015625,97.71315002441406,0.34698349237442017,seed51_dsivi_langevin_post,0.003
x_shaped,51,1000,2,1024,989.0023803710938,1.875476598739624,989.0023803710938,17.28310775756836,1.1772950887680054,seed51_dsivi_x_shaped,0.002
x_shaped,51,2000,2,1024,181.42184448242188,0.5443059206008911,181.42184448242188,8.284242630004883,0.6967116594314575,seed51_dsivi_x_shaped,0.002
x_shaped,51,3000,2,1024,99.71739959716797,0.2729046642780304,99.71739959716797,6.27888298034668,0.5041698813438416,seed51_dsivi_x_shaped,0.002
x_shaped,51,4000,2,1024,61.534095764160156,0.16726012527942657,61.534095764160156,4.970099449157715,0.39101219177246094,seed51_dsivi_x_shaped,0.002
x_shaped,51,5000,2,1024,30.626632690429688,0.11902046948671341,30.626632690429688,3.2881412506103516,0.33642545342445374,seed51_dsivi_x_shaped,0.002
x_shaped,51,6000,2,1024,44.01371765136719,0.11905792355537415,44.01371765136719,3.8912181854248047,0.33840084075927734,seed51_dsivi_x_shaped,0.002
x_shaped,51,7000,2,1024,34.93064880371094,0.12105698883533478,34.93064880371094,3.4433436393737793,0.3410733938217163,seed51_dsivi_x_shaped,0.002
x_shaped,51,8000,2,1024,42.85084915161133,0.12178689241409302,42.85084915161133,3.7525811195373535,0.3402567207813263,seed51_dsivi_x_shaped,0.002
x_shaped,51,9000,2,1024,52.56709671020508,0.12625464797019958,52.56709671020508,4.192037582397461,0.3480348587036133,seed51_dsivi_x_shaped,0.002
x_shaped,51,10000,2,1024,33.034751892089844,0.11686165630817413,33.034751892089844,3.3456954956054688,0.3358428478240967,seed51_dsivi_x_shaped,0.002
