chain,draw,phase,pc1,pc2,epsilon_0,epsilon_1
46,329,late,0.27088368,-0.00962436,0.27088368,-0.00962436
46,332,late,0.28546128,0.03855911,0.28546128,0.03855911
46,336,late,0.32124031,0.12242275,0.32124031,0.12242275
46,339,late,0.35545006,0.19709240,0.35545006,0.19709240
46,342,late,0.31380829,0.10446532,0.31380829,0.10446532
46,345,late,0.33585408,0.12735213,0.33585408,0.12735213
46,348,late,0.37243068,0.09104402,0.37243068,0.09104402
46,352,late,0.51266038,-0.03162346,0.51266038,-0.03162346
46,355,late,0.55246508,-0.06801133,0.55246508,-0.06801133
46,358,late,0.51580387,0.03541812,0.51580387,0.03541812
46,361,late,0.34500104,0.09141222,0.34500104,0.09141222
46,364,late,0.36592612,0.10511109,0.36592612,0.10511109
46,368,late,0.34893319,0.04801624,0.34893319,0.04801624
46,371,late,0.37867427,0.14318018,0.37867427,0.14318018
46,374,late,0.31382373,0.11085859,0.31382373,0.11085859
46,377,late,0.28091308,0.19736721,0.28091308,0.19736721
46,380,late,0.34840602,0.29799715,0.34840602,0.29799715
46,384,late,0.31525016,0.28802019,0.31525016,0.28802019
46,387,late,0.40738836,0.21973197,0.40738836,0.21973197
46,390,late,0.36627498,0.26403597,0.36627498,0.26403597
46,393,late,0.38341087,0.28489316,0.38341087,0.28489316
46,396,late,0.37730193,0.43360528,0.37730193,0.43360528
46,400,late,0.29479030,0.50051123,0.29479030,0.50051123
46,403,late,0.27008471,0.47183195,0.27008471,0.47183195
46,406,late,0.26675597,0.49288195,0.26675597,0.49288195
46,409,late,0.23907997,0.48308146,0.23907997,0.48308146
46,412,late,0.34209299,0.52714163,0.34209299,0.52714163
46,416,late,0.39184681,0.52929437,0.39184681,0.52929437
46,419,late,0.37460333,0.56119657,0.37460333,0.56119657
46,422,late,0.40158924,0.54328972,0.40158924,0.54328972
46,425,late,0.45508254,0.54846972,0.45508254,0.54846972
46,428,late,0.48404822,0.54731345,0.48404822,0.54731345
46,432,late,0.49275738,0.60218996,0.49275738,0.60218996
46,435,late,0.48383513,0.47305804,0.48383513,0.47305804
46,438,late,0.45354068,0.47106737,0.45354068,0.47106737
46,441,late,0.44543487,0.51132870,0.44543487,0.51132870
46,444,late,0.41132778,0.53401279,0.41132778,0.53401279
46,448,late,0.39876187,0.61090595,0.39876187,0.61090595
46,451,late,0.38373432,0.50867176,0.38373432,0.50867176
46,454,late,0.29240578,0.52482045,0.29240578,0.52482045
46,457,late,0.33052367,0.44119084,0.33052367,0.44119084
46,460,late,0.27229187,0.42446157,0.27229187,0.42446157
46,464,late,0.14994845,0.45023292,0.14994845,0.45023292
46,467,late,0.16323118,0.48814726,0.16323118,0.48814726
46,470,late,0.03524667,0.39700040,0.03524667,0.39700040
46,473,late,-0.00140371,0.35567355,-0.00140371,0.35567355
46,476,late,-0.05094836,0.36560008,-0.05094836,0.36560008
46,480,late,-0.08206580,0.37011251,-0.08206580,0.37011251
46,483,late,-0.03458228,0.41221142,-0.03458228,0.41221142
46,486,late,-0.04937165,0.36535987,-0.04937165,0.36535987
46,489,late,-0.02291135,0.35072106,-0.02291135,0.35072106
46,492,late,-0.12577938,0.28205675,-0.12577938,0.28205675
46,496,late,-0.11712694,0.33157182,-0.11712694,0.33157182
46,499,late,-0.15219331,0.32693824,-0.15219331,0.32693824
47,2,early,-0.53192103,0.02653681,-0.53192103,0.02653681
47,5,early,-0.49375603,0.05280951,-0.49375603,0.05280951
47,8,early,-0.41785291,0.06116968,-0.41785291,0.06116968
47,12,early,-0.46418655,-0.01963181,-0.46418655,-0.01963181
47,15,early,-0.39251909,0.00697518,-0.39251909,0.00697518
47,18,early,-0.31054920,0.06654044,-0.31054920,0.06654044
47,21,early,-0.35261714,0.04802141,-0.35261714,0.04802141
47,24,early,-0.38690433,-0.07427198,-0.38690433,-0.07427198
47,28,early,-0.31331947,-0.08488195,-0.31331947,-0.08488195
47,31,early,-0.37844121,-0.04804229,-0.37844121,-0.04804229
47,34,early,-0.40685478,-0.05048769,-0.40685478,-0.05048769
47,37,early,-0.46489653,-0.00967308,-0.46489653,-0.00967308
47,40,early,-0.48070493,-0.00334319,-0.48070493,-0.00334319
47,44,early,-0.41407993,-0.01679957,-0.41407993,-0.01679957
47,47,early,-0.28578874,0.00185933,-0.28578874,0.00185933
47,50,early,-0.31074217,0.03007180,-0.31074217,0.03007180
47,53,early,-0.35296884,-0.04464414,-0.35296884,-0.04464414
47,56,early,-0.39525077,-0.02819010,-0.39525077,-0.02819010
47,60,early,-0.36728784,0.01092652,-0.36728784,0.01092652
47,63,early,-0.38491631,0.07612004,-0.38491631,0.07612004
47,66,early,-0.48156396,0.12126573,-0.48156396,0.12126573
47,69,early,-0.45256120,0.04987030,-0.45256120,0.04987030
47,72,early,-0.41700360,0.12277667,-0.41700360,0.12277667
47,76,early,-0.40091363,0.23600279,-0.40091363,0.23600279
47,79,early,-0.36735302,0.25560278,-0.36735302,0.25560278
47,82,early,-0.43221557,0.30136958,-0.43221557,0.30136958
47,85,early,-0.46798021,0.24454062,-0.46798021,0.24454062
47,88,early,-0.45756301,0.25952712,-0.45756301,0.25952712
47,92,early,-0.49891952,0.28996006,-0.49891952,0.28996006
47,95,early,-0.47995397,0.20993522,-0.47995397,0.20993522
47,98,early,-0.48136002,0.39034680,-0.48136002,0.39034680
47,101,early,-0.52700019,0.36298567,-0.52700019,0.36298567
47,104,early,-0.45786735,0.52315420,-0.45786735,0.52315420
47,108,early,-0.46057555,0.62125200,-0.46057555,0.62125200
47,111,early,-0.46102336,0.57002378,-0.46102336,0.57002378
47,114,early,-0.46410564,0.60998833,-0.46410564,0.60998833
47,117,early,-0.47003719,0.58000112,-0.47003719,0.58000112
47,120,early,-0.49631298,0.50879353,-0.49631298,0.50879353
47,124,early,-0.48670563,0.38342455,-0.48670563,0.38342455
47,127,early,-0.42114875,0.36592922,-0.42114875,0.36592922
47,130,early,-0.45305124,0.39118803,-0.45305124,0.39118803
47,133,early,-0.37509391,0.39463302,-0.37509391,0.39463302
47,136,early,-0.45411059,0.42299858,-0.45411059,0.42299858
47,140,early,-0.44552794,0.43133157,-0.44552794,0.43133157
47,143,early,-0.43673345,0.42414886,-0.43673345,0.42414886
47,146,early,-0.33109310,0.41313052,-0.33109310,0.41313052
47,149,early,-0.30221349,0.44979501,-0.30221349,0.44979501
47,152,early,-0.26178920,0.47131240,-0.26178920,0.47131240
47,156,early,-0.25417534,0.37901810,-0.25417534,0.37901810
47,159,early,-0.23828845,0.39263526,-0.23828845,0.39263526
47,162,early,-0.26393086,0.33464685,-0.26393086,0.33464685
47,165,early,-0.27404076,0.24144308,-0.27404076,0.24144308
47,168,early,-0.32843709,0.24584806,-0.32843709,0.24584806
47,172,early,-0.37232989,0.27838889,-0.37232989,0.27838889
47,175,early,-0.31663838,0.21377693,-0.31663838,0.21377693
47,178,early,-0.22246021,0.24285501,-0.22246021,0.24285501
47,181,early,-0.17701063,0.22277710,-0.17701063,0.22277710
47,184,early,-0.19335771,0.24480802,-0.19335771,0.24480802
47,188,early,-0.21073776,0.23127629,-0.21073776,0.23127629
47,191,early,-0.23510182,0.23088472,-0.23510182,0.23088472
47,194,early,-0.32675323,0.28205931,-0.32675323,0.28205931
47,197,early,-0.42746815,0.25870791,-0.42746815,0.25870791
47,200,early,-0.37224212,0.22619878,-0.37224212,0.22619878
47,204,early,-0.42574784,0.15830903,-0.42574784,0.15830903
47,207,early,-0.35249034,0.21774404,-0.35249034,0.21774404
47,210,early,-0.39198825,0.19909854,-0.39198825,0.19909854
47,213,early,-0.39765355,0.21499602,-0.39765355,0.21499602
47,216,early,-0.41480732,0.26948491,-0.41480732,0.26948491
47,220,early,-0.39996770,0.37279928,-0.39996770,0.37279928
47,223,early,-0.38562432,0.39922810,-0.38562432,0.39922810
47,226,early,-0.47343686,0.45282972,-0.47343686,0.45282972
47,229,early,-0.39729565,0.48174572,-0.39729565,0.48174572
47,232,early,-0.48632920,0.45443231,-0.48632920,0.45443231
47,236,early,-0.45552894,0.41621661,-0.45552894,0.41621661
47,239,early,-0.41836107,0.44385600,-0.41836107,0.44385600
47,242,early,-0.51484740,0.48463008,-0.51484740,0.48463008
47,245,early,-0.43287086,0.49912596,-0.43287086,0.49912596
47,248,early,-0.43583873,0.52191788,-0.43583873,0.52191788
47,252,late,-0.49883881,0.48511484,-0.49883881,0.48511484
47,255,late,-0.49854288,0.49515060,-0.49854288,0.49515060
47,258,late,-0.43222034,0.54432386,-0.43222034,0.54432386
47,261,late,-0.48179442,0.48665750,-0.48179442,0.48665750
47,264,late,-0.49615234,0.46859816,-0.49615234,0.46859816
47,268,late,-0.44433066,0.44963115,-0.44433066,0.44963115
47,271,late,-0.47784394,0.46212107,-0.47784394,0.46212107
47,274,late,-0.38997555,0.52443242,-0.38997555,0.52443242
47,277,late,-0.40948796,0.46561170,-0.40948796,0.46561170
47,280,late,-0.34533289,0.37168652,-0.34533289,0.37168652
47,284,late,-0.26800838,0.48006350,-0.26800838,0.48006350
47,287,late,-0.25948980,0.37829903,-0.25948980,0.37829903
47,290,late,-0.29533103,0.45849639,-0.29533103,0.45849639
47,293,late,-0.33798993,0.45579728,-0.33798993,0.45579728
47,296,late,-0.42202520,0.39488399,-0.42202520,0.39488399
47,300,late,-0.38391334,0.45581898,-0.38391334,0.45581898
47,303,late,-0.46495512,0.42315903,-0.46495512,0.42315903
47,306,late,-0.47763807,0.44869727,-0.47763807,0.44869727
47,309,late,-0.50909668,0.51043963,-0.50909668,0.51043963
47,312,late,-0.52715319,0.44605815,-0.52715319,0.44605815
47,316,late,-0.57943290,0.43530014,-0.57943290,0.43530014
47,319,late,-0.59163183,0.29894030,-0.59163183,0.29894030
47,322,late,-0.60995448,0.30367452,-0.60995448,0.30367452
47,325,late,-0.57696360,0.47439006,-0.57696360,0.47439006
47,328,late,-0.50940436,0.52708089,-0.50940436,0.52708089
47,332,late,-0.49606082,0.51068002,-0.49606082,0.51068002
47,335,late,-0.56698036,0.34154513,-0.56698036,0.34154513
47,338,late,-0.54487985,0.36033428,-0.54487985,0.36033428
47,341,late,-0.56760854,0.37483901,-0.56760854,0.37483901
47,344,late,-0.54919362,0.42927960,-0.54919362,0.42927960
47,348,late,-0.59164983,0.44244221,-0.59164983,0.44244221
47,351,late,-0.45490003,0.37118277,-0.45490003,0.37118277
47,354,late,-0.40043512,0.38952300,-0.40043512,0.38952300
47,357,late,-0.34152523,0.33190161,-0.34152523,0.33190161
47,360,late,-0.34290713,0.25951940,-0.34290713,0.25951940
47,364,late,-0.38917658,0.31383562,-0.38917658,0.31383562
47,367,late,-0.34006214,0.35424507,-0.34006214,0.35424507
47,370,late,-0.33674723,0.38191193,-0.33674723,0.38191193
47,373,late,-0.30477297,0.39960280,-0.30477297,0.39960280
47,376,late,-0.31650162,0.28342795,-0.31650162,0.28342795
47,380,late,-0.22789346,0.30674019,-0.22789346,0.30674019
47,383,late,-0.20458141,0.37320772,-0.20458141,0.37320772
47,386,late,-0.21731761,0.35856259,-0.21731761,0.35856259
47,389,late,-0.30309972,0.27360183,-0.30309972,0.27360183
47,392,late,-0.37176731,0.27150649,-0.37176731,0.27150649
47,396,late,-0.38900131,0.11364424,-0.38900131,0.11364424
47,399,late,-0.41939181,0.15367845,-0.41939181,0.15367845
47,402,late,-0.37451673,0.04619377,-0.37451673,0.04619377
47,405,late,-0.39732575,0.05765513,-0.39732575,0.05765513
47,408,late,-0.37115440,0.10948169,-0.37115440,0.10948169
47,412,late,-0.37318772,0.21456295,-0.37318772,0.21456295
47,415,late,-0.45501313,0.15370440,-0.45501313,0.15370440
47,418,late,-0.34869942,0.22852577,-0.34869942,0.22852577
47,421,late,-0.36210632,0.27653646,-0.36210632,0.27653646
47,424,late,-0.40039530,0.32837322,-0.40039530,0.32837322
47,428,late,-0.50571215,0.36418408,-0.50571215,0.36418408
47,431,late,-0.49035388,0.41513142,-0.49035388,0.41513142
47,434,late,-0.40159485,0.51785910,-0.40159485,0.51785910
47,437,late,-0.55054957,0.58570814,-0.55054957,0.58570814
47,440,late,-0.57978964,0.59914833,-0.57978964,0.59914833
47,444,late,-0.49053964,0.52141076,-0.49053964,0.52141076
47,447,late,-0.40870997,0.52777207,-0.40870997,0.52777207
47,450,late,-0.38519600,0.48996219,-0.38519600,0.48996219
47,453,late,-0.42160970,0.49508733,-0.42160970,0.49508733
47,456,late,-0.44611007,0.55660748,-0.44611007,0.55660748
47,460,late,-0.47657245,0.55640942,-0.47657245,0.55640942
47,463,late,-0.38142577,0.43742254,-0.38142577,0.43742254
47,466,late,-0.39254728,0.33812955,-0.39254728,0.33812955
47,469,late,-0.38811183,0.31646881,-0.38811183,0.31646881
47,472,late,-0.37496588,0.38145611,-0.37496588,0.38145611
47,476,late,-0.29966468,0.52526540,-0.29966468,0.52526540
47,479,late,-0.31677544,0.47582573,-0.31677544,0.47582573
47,482,late,-0.23543404,0.45296258,-0.23543404,0.45296258
47,485,late,-0.26776600,0.42206526,-0.26776600,0.42206526
47,488,late,-0.38938430,0.44587791,-0.38938430,0.44587791
47,492,late,-0.32930848,0.40955982,-0.32930848,0.40955982
47,495,late,-0.40947315,0.42621937,-0.40947315,0.42621937
47,498,late,-0.36535668,0.35919338,-0.36535668,0.35919338
48,1,early,1.06212497,1.67386031,1.06212497,1.67386031
48,4,early,1.08808947,1.71367466,1.08808947,1.71367466
48,8,early,1.02100158,1.58916461,1.02100158,1.58916461
48,11,early,1.10153341,1.67697704,1.10153341,1.67697704
48,14,early,1.04622281,1.65038788,1.04622281,1.65038788
48,17,early,1.01494288,1.63653004,1.01494288,1.63653004
48,20,early,0.93702936,1.54680812,0.93702936,1.54680812
48,24,early,0.94929534,1.48450208,0.94929534,1.48450208
48,27,early,0.93796861,1.57960355,0.93796861,1.57960355
48,30,early,0.95500082,1.56416786,0.95500082,1.56416786
48,33,early,0.94501275,1.54274476,0.94501275,1.54274476
48,36,early,0.91449207,1.48150480,0.91449207,1.48150480
48,40,early,0.91470194,1.56289256,0.91470194,1.56289256
48,43,early,0.88722789,1.51234150,0.88722789,1.51234150
48,46,early,0.85377169,1.53217781,0.85377169,1.53217781
48,49,early,0.85549438,1.57305229,0.85549438,1.57305229
48,52,early,0.86976117,1.59647834,0.86976117,1.59647834
48,56,early,0.96114820,1.57924271,0.96114820,1.57924271
48,59,early,0.99942648,1.54982185,0.99942648,1.54982185
48,62,early,1.00796914,1.55454993,1.00796914,1.55454993
48,65,early,0.99614745,1.63604486,0.99614745,1.63604486
48,68,early,0.91732091,1.60730493,0.91732091,1.60730493
48,72,early,0.87114453,1.63296187,0.87114453,1.63296187
48,75,early,0.94073331,1.51716793,0.94073331,1.51716793
48,78,early,0.97653359,1.52922904,0.97653359,1.52922904
48,81,early,0.88579148,1.50460362,0.88579148,1.50460362
48,84,early,0.91092521,1.37952137,0.91092521,1.37952137
48,88,early,0.98657960,1.46247697,0.98657960,1.46247697
48,91,early,1.03240085,1.57271802,1.03240085,1.57271802
48,94,early,1.01799655,1.60475922,1.01799655,1.60475922
48,97,early,1.07050014,1.68305802,1.07050014,1.68305802
48,100,early,1.06304359,1.74430025,1.06304359,1.74430025
48,104,early,1.07457232,1.78408456,1.07457232,1.78408456
48,107,early,1.06306815,1.79077697,1.06306815,1.79077697
48,110,early,1.01247227,1.69573009,1.01247227,1.69573009
48,113,early,1.08403099,1.63345921,1.08403099,1.63345921
48,116,early,1.07796609,1.71124196,1.07796609,1.71124196
48,120,early,1.01641119,1.73379302,1.01641119,1.73379302
48,123,early,0.96308446,1.65662992,0.96308446,1.65662992
48,126,early,1.02292609,1.66920519,1.02292609,1.66920519
48,129,early,0.97670758,1.63940752,0.97670758,1.63940752
48,132,early,1.01217210,1.61837113,1.01217210,1.61837113
48,136,early,1.03077602,1.64931464,1.03077602,1.64931464
48,139,early,0.98641962,1.67091966,0.98641962,1.67091966
48,142,early,1.04303896,1.64886630,1.04303896,1.64886630
48,145,early,1.02655661,1.67627096,1.02655661,1.67627096
48,148,early,1.09869802,1.63058650,1.09869802,1.63058650
48,152,early,1.12867260,1.61815166,1.12867260,1.61815166
48,155,early,1.14565420,1.67159235,1.14565420,1.67159235
48,158,early,1.13406777,1.66256964,1.13406777,1.66256964
48,161,early,1.16723096,1.69038022,1.16723096,1.69038022
48,164,early,1.27028549,1.83142412,1.27028549,1.83142412
48,168,early,1.24855316,1.80772889,1.24855316,1.80772889
48,171,early,1.32612753,1.83777058,1.32612753,1.83777058
48,174,early,1.37583566,1.83895290,1.37583566,1.83895290
48,177,early,1.31157720,1.88398552,1.31157720,1.88398552
48,180,early,1.34925282,1.89565015,1.34925282,1.89565015
48,184,early,1.11424172,1.80736327,1.11424172,1.80736327
48,187,early,1.08139551,1.67244935,1.08139551,1.67244935
48,190,early,1.09047818,1.66428041,1.09047818,1.66428041
48,193,early,1.11715126,1.65731275,1.11715126,1.65731275
48,196,early,1.10249996,1.63333261,1.10249996,1.63333261
48,200,early,1.02497923,1.73083222,1.02497923,1.73083222
48,203,early,1.03785443,1.63287961,1.03785443,1.63287961
48,206,early,1.04981184,1.59445882,1.04981184,1.59445882
48,209,early,1.05001092,1.66691113,1.05001092,1.66691113
48,212,early,1.00384021,1.70876038,1.00384021,1.70876038
48,216,early,1.06688094,1.72172260,1.06688094,1.72172260
48,219,early,1.04380453,1.68348312,1.04380453,1.68348312
48,222,early,1.08574748,1.58628941,1.08574748,1.58628941
48,225,early,1.00088739,1.59887123,1.00088739,1.59887123
48,228,early,0.95720130,1.56808364,0.95720130,1.56808364
48,232,early,0.95830393,1.61557078,0.95830393,1.61557078
48,235,early,0.92242312,1.63150704,0.92242312,1.63150704
48,238,early,0.94253832,1.60601223,0.94253832,1.60601223
48,241,early,0.99228156,1.54984176,0.99228156,1.54984176
48,244,early,0.95003599,1.50088847,0.95003599,1.50088847
48,248,early,0.82711381,1.52985632,0.82711381,1.52985632
48,251,late,0.88573384,1.56758773,0.88573384,1.56758773
48,254,late,0.87735462,1.45444727,0.87735462,1.45444727
48,257,late,0.84145176,1.43273044,0.84145176,1.43273044
48,260,late,0.86067230,1.48089671,0.86067230,1.48089671
48,264,late,0.85694999,1.38506210,0.85694999,1.38506210
48,267,late,0.87414873,1.44603705,0.87414873,1.44603705
48,270,late,0.80686700,1.39307022,0.80686700,1.39307022
48,273,late,0.83876902,1.39478791,0.83876902,1.39478791
48,276,late,0.82597744,1.44282115,0.82597744,1.44282115
48,280,late,0.87830067,1.44969058,0.87830067,1.44969058
48,283,late,0.87141091,1.49474907,0.87141091,1.49474907
48,286,late,0.92577684,1.52745652,0.92577684,1.52745652
48,289,late,1.00027418,1.53453624,1.00027418,1.53453624
48,292,late,1.03321135,1.55084538,1.03321135,1.55084538
48,296,late,1.04970169,1.58381033,1.04970169,1.58381033
48,299,late,0.98232979,1.60380411,0.98232979,1.60380411
48,302,late,0.96285892,1.50876832,0.96285892,1.50876832
48,305,late,0.94144201,1.57322550,0.94144201,1.57322550
48,308,late,1.01754081,1.56608319,1.01754081,1.56608319
48,312,late,0.92266786,1.56541765,0.92266786,1.56541765
48,315,late,1.05357790,1.66683125,1.05357790,1.66683125
48,318,late,1.08410513,1.67881787,1.08410513,1.67881787
48,321,late,1.09483945,1.61876619,1.09483945,1.61876619
48,324,late,1.06095254,1.66882956,1.06095254,1.66882956
48,328,late,0.98075396,1.67915344,0.98075396,1.67915344
48,331,late,0.98815280,1.67438149,0.98815280,1.67438149
48,334,late,1.07222331,1.63414037,1.07222331,1.63414037
48,337,late,0.95356536,1.62001491,0.95356536,1.62001491
48,340,late,1.00443387,1.73492587,1.00443387,1.73492587
48,344,late,1.01447260,1.63907170,1.01447260,1.63907170
48,347,late,1.01567149,1.63026929,1.01567149,1.63026929
48,350,late,0.97352844,1.63878608,0.97352844,1.63878608
48,353,late,0.92685634,1.53335178,0.92685634,1.53335178
48,356,late,0.98487025,1.50223362,0.98487025,1.50223362
48,360,late,0.99956238,1.57680774,0.99956238,1.57680774
48,363,late,0.90088737,1.63143456,0.90088737,1.63143456
48,366,late,0.95374876,1.53981638,0.95374876,1.53981638
48,369,late,0.85943866,1.45761180,0.85943866,1.45761180
48,372,late,0.74798173,1.37315810,0.74798173,1.37315810
48,376,late,0.77249330,1.36276126,0.77249330,1.36276126
48,379,late,0.81457108,1.34192455,0.81457108,1.34192455
48,382,late,0.81519043,1.39181626,0.81519043,1.39181626
48,385,late,0.83967298,1.39872086,0.83967298,1.39872086
48,388,late,0.77269691,1.35575080,0.77269691,1.35575080
48,392,late,0.79925519,1.31858170,0.79925519,1.31858170
48,395,late,0.83579487,1.32667232,0.83579487,1.32667232
48,398,late,0.86161339,1.40659738,0.86161339,1.40659738
48,401,late,0.81491250,1.35580957,0.81491250,1.35580957
48,404,late,0.83538282,1.34509659,0.83538282,1.34509659
48,408,late,0.93792337,1.39031899,0.93792337,1.39031899
48,411,late,0.88641214,1.43977082,0.88641214,1.43977082
48,414,late,0.82136631,1.44758499,0.82136631,1.44758499
48,417,late,0.89044118,1.37606382,0.89044118,1.37606382
48,420,late,0.82697713,1.38360214,0.82697713,1.38360214
48,424,late,0.85006708,1.36312151,0.85006708,1.36312151
48,427,late,0.86525071,1.32259631,0.86525071,1.32259631
48,430,late,0.81188744,1.34704459,0.81188744,1.34704459
48,433,late,0.82309699,1.37164831,0.82309699,1.37164831
48,436,late,0.82015061,1.30293143,0.82015061,1.30293143
48,440,late,0.80937392,1.31188834,0.80937392,1.31188834
48,443,late,0.74381942,1.29313517,0.74381942,1.29313517
48,446,late,0.69699317,1.26020110,0.69699317,1.26020110
48,449,late,0.75825059,1.31239367,0.75825059,1.31239367
48,452,late,0.75385833,1.34889495,0.75385833,1.34889495
48,456,late,0.72011840,1.28714430,0.72011840,1.28714430
48,459,late,0.70276368,1.17362916,0.70276368,1.17362916
48,462,late,0.63987905,1.08013654,0.63987905,1.08013654
48,465,late,0.62564099,1.05340052,0.62564099,1.05340052
48,468,late,0.63176286,1.03739655,0.63176286,1.03739655
48,472,late,0.67081463,1.09043574,0.67081463,1.09043574
48,475,late,0.65379941,1.09353411,0.65379941,1.09353411
48,478,late,0.66607744,1.11142492,0.66607744,1.11142492
48,481,late,0.60199124,1.09792078,0.60199124,1.09792078
48,484,late,0.57300347,1.09437072,0.57300347,1.09437072
48,488,late,0.60201329,1.08469558,0.60201329,1.08469558
48,491,late,0.57649148,1.09747183,0.57649148,1.09747183
48,494,late,0.58605349,0.97925144,0.58605349,0.97925144
48,497,late,0.51329273,0.93925661,0.51329273,0.93925661
49,0,early,0.33639625,0.66914165,0.33639625,0.66914165
49,4,early,0.40990973,0.64905524,0.40990973,0.64905524
49,7,early,0.37989691,0.69441646,0.37989691,0.69441646
49,10,early,0.35968137,0.61045307,0.35968137,0.61045307
49,13,early,0.39136109,0.53183854,0.39136109,0.53183854
49,16,early,0.38152066,0.50808692,0.38152066,0.50808692
49,20,early,0.36238521,0.60860842,0.36238521,0.60860842
49,23,early,0.32282281,0.53363854,0.32282281,0.53363854
49,26,early,0.30052111,0.60259205,0.30052111,0.60259205
49,29,early,0.33766112,0.60320485,0.33766112,0.60320485
49,32,early,0.27807084,0.59594488,0.27807084,0.59594488
49,36,early,0.21318969,0.51125067,0.21318969,0.51125067
49,39,early,0.23755562,0.49762163,0.23755562,0.49762163
49,42,early,0.20613697,0.52578443,0.20613697,0.52578443
49,45,early,0.27369347,0.51617849,0.27369347,0.51617849
49,48,early,0.32592845,0.54836607,0.32592845,0.54836607
49,52,early,0.33295459,0.51906973,0.33295459,0.51906973
49,55,early,0.28419536,0.50167829,0.28419536,0.50167829
49,58,early,0.32418847,0.45819372,0.32418847,0.45819372
49,61,early,0.35245192,0.36576477,0.35245192,0.36576477
49,64,early,0.36844012,0.40593022,0.36844012,0.40593022
49,68,early,0.36226133,0.46789578,0.36226133,0.46789578
49,71,early,0.29924953,0.45430750,0.29924953,0.45430750
49,74,early,0.29431021,0.46747345,0.29431021,0.46747345
49,77,early,0.29662767,0.52422595,0.29662767,0.52422595
49,80,early,0.28972957,0.59579217,0.28972957,0.59579217
49,84,early,0.30876306,0.61960506,0.30876306,0.61960506
49,87,early,0.34745172,0.63721716,0.34745172,0.63721716
49,90,early,0.38116151,0.62537938,0.38116151,0.62537938
49,93,early,0.41021079,0.60313952,0.41021079,0.60313952
49,96,early,0.42421344,0.57815492,0.42421344,0.57815492
49,100,early,0.40841231,0.48835033,0.40841231,0.48835033
49,103,early,0.44914633,0.37206104,0.44914633,0.37206104
49,106,early,0.43065134,0.37624151,0.43065134,0.37624151
49,109,early,0.42561555,0.41379806,0.42561555,0.41379806
49,112,early,0.41115502,0.36892256,0.41115502,0.36892256
49,116,early,0.44238707,0.34787613,0.44238707,0.34787613
49,119,early,0.52837002,0.39281282,0.52837002,0.39281282
49,122,early,0.54606175,0.53538239,0.54606175,0.53538239
49,125,early,0.39974457,0.54375100,0.39974457,0.54375100
49,128,early,0.27895868,0.55428225,0.27895868,0.55428225
49,132,early,0.29705364,0.60158348,0.29705364,0.60158348
49,135,early,0.24946439,0.58794439,0.24946439,0.58794439
49,138,early,0.28938317,0.56420183,0.28938317,0.56420183
49,141,early,0.33600292,0.50057173,0.33600292,0.50057173
49,144,early,0.42648107,0.54365927,0.42648107,0.54365927
49,148,early,0.28850052,0.53096700,0.28850052,0.53096700
49,151,early,0.37123427,0.63167131,0.37123427,0.63167131
49,154,early,0.40367547,0.68066281,0.40367547,0.68066281
49,157,early,0.33216199,0.71068424,0.33216199,0.71068424
49,160,early,0.39126176,0.79431981,0.39126176,0.79431981
49,164,early,0.38504639,0.74433005,0.38504639,0.74433005
49,167,early,0.37821835,0.77550763,0.37821835,0.77550763
49,170,early,0.40535036,0.74085891,0.40535036,0.74085891
49,173,early,0.39570042,0.68505859,0.39570042,0.68505859
49,176,early,0.53052914,0.64234442,0.53052914,0.64234442
49,180,early,0.49073240,0.70019418,0.49073240,0.70019418
49,183,early,0.40724167,0.77101082,0.40724167,0.77101082
49,186,early,0.31146461,0.74153018,0.31146461,0.74153018
49,189,early,0.38769877,0.73235166,0.38769877,0.73235166
49,192,early,0.49421215,0.69587874,0.49421215,0.69587874
49,196,early,0.47415373,0.66590148,0.47415373,0.66590148
49,199,early,0.42956164,0.66599023,0.42956164,0.66599023
49,202,early,0.47203723,0.64727700,0.47203723,0.64727700
49,205,early,0.43304783,0.73879325,0.43304783,0.73879325
49,208,early,0.36364889,0.63378048,0.36364889,0.63378048
49,212,early,0.38305238,0.71750641,0.38305238,0.71750641
49,215,early,0.45895401,0.67210287,0.45895401,0.67210287
49,218,early,0.56858414,0.64216161,0.56858414,0.64216161
49,221,early,0.53658074,0.68581438,0.53658074,0.68581438
49,224,early,0.53208578,0.71335191,0.53208578,0.71335191
49,228,early,0.52230775,0.73413277,0.52230775,0.73413277
49,231,early,0.60782897,0.70253164,0.60782897,0.70253164
49,234,early,0.66004914,0.71782887,0.66004914,0.71782887
49,237,early,0.54254782,0.67489040,0.54254782,0.67489040
49,240,early,0.53504092,0.74592936,0.53504092,0.74592936
49,244,early,0.43950218,0.79435623,0.43950218,0.79435623
49,247,early,0.40769458,0.81332076,0.40769458,0.81332076
49,250,late,0.50110137,0.80761164,0.50110137,0.80761164
49,253,late,0.47524759,0.85588664,0.47524759,0.85588664
49,256,late,0.46530700,0.75756645,0.46530700,0.75756645
49,260,late,0.42016751,0.62599713,0.42016751,0.62599713
49,263,late,0.41949734,0.63502192,0.41949734,0.63502192
49,266,late,0.44667760,0.62291098,0.44667760,0.62291098
49,269,late,0.44445702,0.69867104,0.44445702,0.69867104
49,272,late,0.47711116,0.66011339,0.47711116,0.66011339
49,276,late,0.40165627,0.53226322,0.40165627,0.53226322
